,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,Havøysund,70.9963,24.6622,46.8,81,100,19.13,NO,1662414685
360,Grand-Lahou,5.1367,-5.0242,74.5,92,72,7.9,CI,1662414685
361,Port Lincoln,-34.7333,135.8667,53.11,79,6,12.55,AU,1662414686
362,Kiunga,-6.1219,141.2906,74.71,99,100,1.07,PG,1662414686
363,Rocha,-34.4833,-54.3333,51.3,74,0,6.58,UY,1662414686
364,Villa María,-32.4075,-63.2402,63.28,23,0,9.71,AR,1662414687
365,Dekar,-21.5333,21.9333,61.93,17,0,10.16,BW,1662414687
366,Egvekinot,66.3167,-179.1667,31.48,97,100,13.29,RU,1662414688
367,San Alberto,7.7611,-73.3922,85.71,78,77,2.26,CO,1662414688
368,Alta,69.9689,23.2717,45.66,100,100,2.3,NO,1662414689
369,Fort-Shevchenko,44.5086,50.263,67.51,60,100,19.46,KZ,1662414689
370,Antigonish,45.6169,-61.9986,64.15,78,100,8.93,CA,1662414393
371,Qaqortoq,60.7167,-46.0333,44.56,93,100,5.41,GL,1662414689
372,Soe,-9.8607,124.284,62.26,83,49,3.53,ID,1662414690
373,Coquimbo,-29.9533,-71.3436,55.13,87,40,9.22,CL,1662414421
374,Denpasar,-8.65,115.2167,78.46,94,40,4.61,ID,1662414537
375,Comodoro Rivadavia,-45.8667,-67.5,71.46,12,0,17.27,AR,1662414691
376,Fuerte Olimpo,-21.0415,-57.8738,75.0,41,90,7.85,PY,1662414691
377,San Patricio,28.017,-97.5169,82.49,86,100,7.47,US,1662414691
378,Tuburan,6.6439,122.2736,75.29,80,99,2.91,PH,1662414692
379,Yangi Marg`ilon,40.4272,71.7189,74.12,28,4,9.22,UZ,1662414692
380,Buchanan,5.8808,-10.0467,75.63,91,68,7.7,LR,1662414693
381,Kirakira,-10.4544,161.9205,82.9,72,13,6.49,SB,1662414693
382,Tamandaré,-8.7597,-35.1047,74.19,84,25,11.36,BR,1662414693
383,Mpongwe,-13.5091,28.155,65.64,31,0,5.3,ZM,1662414694
384,Jaguaruana,-4.8339,-37.7811,84.78,53,74,13.62,BR,1662414694
385,Kearney,40.6995,-99.0815,88.36,35,0,13.8,US,1662414675
386,George,-33.963,22.4617,51.21,68,14,9.55,ZA,1662414695
387,Durban,-29.8579,31.0292,65.01,85,100,9.6,ZA,1662414658
388,Fairmount,43.0473,-76.2385,70.27,96,100,5.75,US,1662414696
389,Jinka,5.65,36.65,62.96,85,48,1.3,ET,1662414696
390,Sorong,-0.8833,131.25,77.97,86,22,6.02,ID,1662414696
391,Saint Augustine,29.8947,-81.3145,92.05,78,0,13.8,US,1662414697
392,Omboué,-1.5746,9.2618,74.75,83,53,7.78,GA,1662414697
393,Markala,13.7021,-6.0659,86.2,54,44,8.39,ML,1662414698
394,Tupiza,-21.45,-65.7167,53.56,20,22,11.23,BO,1662414698
395,Nhulunbuy,-12.2333,136.7667,68.61,94,43,0.0,AU,1662414698
396,Charlestown,-32.95,151.6667,54.73,88,78,4.0,AU,1662414084
397,Isangel,-19.55,169.2667,71.71,88,100,5.75,VU,1662414699
398,Seoul,37.5683,126.9778,63.84,100,100,12.66,KR,1662414583
399,Huambo,-12.7761,15.7392,66.58,37,57,1.28,AO,1662414699
400,Bowen,-20.0167,148.2333,70.29,68,98,17.47,AU,1662414700
401,Pangai,-19.8,-174.35,78.91,73,20,5.75,TO,1662414700
402,Balakhta,55.38,91.6,46.02,80,99,3.31,RU,1662414700
403,Yertarskiy,56.7902,64.2995,40.86,82,46,4.18,RU,1662414701
404,Najrān,17.4924,44.1277,79.45,17,100,3.4,SA,1662414644
405,Mayo,38.8876,-76.5119,84.18,65,0,12.66,US,1662414701
406,Ayorou,14.7308,0.9174,94.82,36,24,8.77,NE,1662414702
407,Bichura,50.5881,107.6022,45.3,48,76,2.57,RU,1662414702
408,Svetlaya,46.5389,138.3297,60.84,97,100,1.79,RU,1662414703
409,Pavlodar,52.3,76.95,58.8,38,0,13.42,KZ,1662414703
410,Assiut,27.181,31.1837,84.38,33,0,6.17,EG,1662414704
411,Forsytheganj,52.6333,29.7333,48.43,67,100,5.53,BY,1662414704
412,Naze,28.3667,129.4833,77.92,86,100,17.38,JP,1662414705
413,Sampit,-2.5333,112.95,71.58,97,99,1.79,ID,1662414705
414,Richards Bay,-28.783,32.0377,66.67,71,59,11.45,ZA,1662414706
415,Challans,46.8436,-1.8749,67.12,78,0,9.28,FR,1662414706
416,Luang Prabang,19.8856,102.1347,72.25,100,92,1.14,LA,1662414706
417,Constitución,-35.3333,-72.4167,57.65,75,19,8.5,CL,1662414707
418,Haikou,20.0458,110.3417,78.93,89,0,6.71,CN,1662414708
419,San Francisco,37.7749,-122.4194,115.03,31,20,12.66,US,1662414402
420,Yamethin,20.4333,96.15,76.14,88,98,5.03,MM,1662414708
421,Saint-Paul,-21.0096,55.2707,69.91,79,27,1.16,RE,1662414709
422,Mersing,2.4312,103.8405,76.91,88,40,5.75,MY,1662414709
423,Nikolayevskaya,47.6139,41.5023,55.08,48,35,4.9,RU,1662414709
424,Plyussa,58.4308,29.3654,38.98,93,15,4.21,RU,1662414710
425,Kurganinsk,44.88,40.5986,60.04,48,100,4.7,RU,1662414710
426,Pacifica,37.6138,-122.4869,111.06,44,20,11.5,US,1662414711
427,Del Rio,29.3627,-100.8968,92.23,67,0,8.05,US,1662414711
428,Belūsovka,50.1339,82.5239,52.65,66,38,2.24,KZ,1662414712
429,Yar-Sale,66.8333,70.8333,40.96,91,100,8.79,RU,1662414712
430,Anloga,5.7947,0.8973,76.15,89,30,9.4,GH,1662414713
431,Monrovia,6.3005,-10.7969,76.77,91,71,8.61,LR,1662414713
432,Savonlinna,61.8699,28.88,50.05,76,0,6.91,FI,1662414713
433,Templin,53.1186,13.5022,64.15,46,82,8.97,DE,1662414714
434,Vao,-22.6667,167.4833,67.55,62,99,14.25,NC,1662414714
435,Cururupu,-1.8283,-44.8683,76.26,87,24,4.43,BR,1662414715
436,São Filipe,14.8961,-24.4956,80.04,81,100,1.95,CV,1662414715
437,Mogadishu,2.0371,45.3438,75.43,84,0,18.97,SO,1662414716
438,Pochutla,15.7432,-96.4661,80.62,71,100,4.99,MX,1662414716
439,Dossor,47.5272,52.9811,57.33,50,90,13.49,KZ,1662414717
440,Halifax,44.6453,-63.5724,69.69,78,100,3.44,CA,1662414564
441,Polis,35.0367,32.4264,78.62,83,0,5.73,CY,1662414717
442,Maumere,-8.6199,122.2111,77.09,84,75,5.1,ID,1662414717
443,Christchurch,-43.5333,172.6333,45.41,66,40,8.05,NZ,1662414595
444,Kharp,66.8014,65.8081,41.32,94,100,7.07,RU,1662414718
445,Wanaka,-44.7,169.15,32.67,64,5,2.06,NZ,1662414639
446,Monywa,22.1167,95.1333,83.26,75,100,5.61,MM,1662414718
447,Mackay,-21.15,149.2,65.68,72,29,15.05,AU,1662414719
448,Vangaindrano,-23.35,47.6,65.01,93,13,5.35,MG,1662414719
449,Mungwi,-10.1732,31.3694,63.1,34,0,5.7,ZM,1662414720
450,Bǝrdǝ,40.3744,47.1267,70.65,68,3,13.49,AZ,1662414720
451,Hobyo,5.3505,48.5268,75.78,83,18,28.45,SO,1662414721
452,Auki,-8.7676,160.7034,82.35,68,41,3.36,SB,1662414721
453,Texas City,29.3838,-94.9027,86.09,77,100,4.0,US,1662414722
454,Vestmannaeyjar,63.4427,-20.2734,53.92,77,100,5.46,IS,1662414722
455,Anadyr,64.75,177.4833,36.1,93,100,15.66,RU,1662414723
456,Tomatlán,19.9333,-105.25,80.89,81,100,3.42,MX,1662414723
457,Alice Springs,-23.7,133.8833,57.22,26,8,0.0,AU,1662414517
458,Inyonga,-6.7167,32.0667,71.92,29,5,3.91,TZ,1662414724
459,Chicama,-7.8447,-79.1469,63.14,65,10,7.61,PE,1662414725
460,Zile,40.3031,35.8864,59.05,89,47,3.31,TR,1662414725
461,Corrente,-3.7367,-43.3394,83.48,58,79,7.83,BR,1662414725
462,Barcelos,41.5388,-8.6151,68.85,96,45,3.91,PT,1662414726
463,Lata,40.1629,-8.3327,67.82,97,4,3.31,PT,1662414727
464,Russell,32.3502,-85.1999,88.88,62,0,4.61,US,1662414727
465,Beba,22.4437,-79.7253,83.79,75,34,9.73,CU,1662414727
466,Yakeshi,49.2833,120.7333,37.74,81,88,2.8,CN,1662414728
467,Kununurra,-15.7667,128.7333,64.38,77,100,5.75,AU,1662414728
468,Avera,33.194,-82.5271,86.38,72,100,4.34,US,1662414728
469,Codrington,-38.2667,141.9667,42.85,89,100,8.59,AU,1662414729
470,Gweta,-20.1833,25.2333,72.43,14,0,7.74,BW,1662414729
471,Santa Cruz de la Sierra,-17.8,-63.1667,78.26,20,75,16.11,BO,1662414460
472,San Luis,-33.295,-66.3356,67.66,13,0,10.78,AR,1662414730
473,Provincia di Cremona,45.2333,9.9333,75.81,69,22,0.76,IT,1662414547
474,Limbang,4.75,115.0,73.51,96,100,1.88,MY,1662414730
475,Hailey,43.5196,-114.3153,93.9,15,9,11.01,US,1662414731
476,Cap-aux-Meules,47.3821,-61.8597,60.85,88,100,14.97,CA,1662414731
477,Longyearbyen,78.2186,15.6401,39.04,93,75,9.22,SJ,1662414732
478,Kharitonovo,61.4009,47.4978,42.46,90,100,3.29,RU,1662414732
479,General Roca,-39.0333,-67.5833,81.63,11,94,6.49,AR,1662414733
480,Vilyuysk,63.7553,121.6247,43.27,94,100,4.74,RU,1662414734
481,Ha Tinh,18.3333,105.9,77.14,80,40,3.29,VN,1662414734
482,Dunedin,-45.8742,170.5036,40.8,69,96,5.99,NZ,1662414735
483,Verāval,20.9,70.3667,81.1,77,97,9.53,IN,1662414735
484,Kruisfontein,-34.0033,24.7314,56.88,60,20,21.72,ZA,1662414736
485,Pula,44.8683,13.8481,71.58,72,0,1.14,HR,1662414736
486,Baruun-Urt,46.6806,113.2792,43.72,91,91,11.32,MN,1662414737
487,Vacaria,-28.5122,-50.9339,55.67,78,100,5.21,BR,1662414737
488,Belmonte,-15.8631,-38.8828,71.62,78,64,8.52,BR,1662414737
489,Pitimbu,-7.4706,-34.8086,72.19,86,29,13.4,BR,1662414533
490,Amur Oblast,54.0,128.0,51.1,96,98,4.38,RU,1662414738
491,Ambilobe,-13.2,49.05,68.04,74,9,3.2,MG,1662414738
492,Tabou,4.423,-7.3528,75.52,90,90,9.46,CI,1662414739
493,Belyy Yar,53.6039,91.3903,46.85,83,0,2.24,RU,1662414739
494,Sakakah,29.9697,40.2064,89.17,13,0,5.37,SA,1662414739
495,Talnakh,69.4865,88.3972,43.21,94,100,3.4,RU,1662414740
496,Darlawn,24.0167,92.9,68.16,99,100,2.08,IN,1662414740
497,Springfield,37.2153,-93.2982,82.99,68,75,10.36,US,1662414502
498,Lahat,-3.8,103.5333,73.33,97,100,2.15,ID,1662414741
499,Namatanai,-3.6667,152.4333,82.0,70,91,5.1,PG,1662414742
500,Ambunti,-4.2365,142.8448,78.3,85,77,1.57,PG,1662414742
501,São Félix do Xingu,-6.6447,-51.995,85.1,37,66,1.12,BR,1662414743
502,Sisimiut,66.9395,-53.6735,41.07,86,88,25.9,GL,1662414743
503,Tual,-5.6667,132.75,80.4,80,87,14.79,ID,1662414743
504,Perehonivka,48.5355,30.5192,50.54,58,36,7.45,UA,1662414744
505,Garissa,-0.4536,39.6401,73.49,70,9,16.02,KE,1662414744
506,Arica,-18.475,-70.3042,69.35,72,20,9.22,CL,1662414474
507,Ekibastuz,51.6667,75.3667,69.96,36,97,7.05,KZ,1662414745
508,Caravelas,-17.7125,-39.2481,70.3,78,98,12.03,BR,1662414745
509,Sola,-13.8833,167.55,83.07,84,40,2.3,VU,1662414745
510,Guaca,6.8762,-72.8559,63.68,87,99,1.9,CO,1662414746
511,Hamilton,39.1834,-84.5333,82.35,77,0,5.75,US,1662414609
512,Opuwo,-18.0607,13.84,66.7,24,0,4.45,NA,1662414746
513,Kartaly,53.0522,60.6467,47.79,77,96,15.21,RU,1662414747
514,Ormara,25.2088,64.6357,80.15,80,51,8.77,PK,1662414747
515,Bavly,54.393,53.2602,47.5,59,97,4.94,RU,1662414748
516,Erciş,39.0287,43.3586,64.51,42,0,1.39,TR,1662414748
517,Poum,-20.2333,164.0167,71.17,69,100,15.48,NC,1662414749
518,Salisbury,51.0693,-1.7957,62.65,94,75,8.05,GB,1662414749
519,Scarborough,54.2797,-0.4044,65.34,87,94,5.01,GB,1662414750
520,Tuy Hoa,13.0833,109.3,77.18,89,100,6.62,VN,1662414654
521,Pangnirtung,66.1451,-65.7125,39.2,93,75,11.5,CA,1662414750
522,Khani,41.9563,42.9566,58.57,96,100,1.97,GE,1662414751
523,San Carlos del Zulia,9.0,-71.9135,88.05,60,77,9.48,VE,1662414751
524,Zhireken,52.8249,117.3076,50.92,97,100,5.37,RU,1662414752
525,Matamoros,25.5333,-103.25,73.11,73,100,4.25,MX,1662414752
526,Oleksandrivka,46.8383,32.7612,56.5,49,38,6.17,UA,1662414752
527,Ozernovskiy,51.5,156.5167,53.85,97,100,3.67,RU,1662414753
528,Saint-François,46.4154,3.9054,67.68,77,78,3.44,FR,1662414753
529,Kamenka,51.3223,42.7678,47.64,54,86,5.06,RU,1662414753
530,Westport,41.1415,-73.3579,81.73,67,99,7.0,US,1662414754
531,Lincoln,40.8,-96.667,89.28,45,75,6.91,US,1662414580
532,Charleston,32.7766,-79.9309,83.01,85,40,5.75,US,1662414754
533,Solnechnyy,50.7214,136.6319,55.22,96,100,3.98,RU,1662414755
534,Vrangel',42.7297,133.0839,62.51,96,100,8.72,RU,1662414755
535,Saint-Louis,16.3333,-15.0,89.24,49,92,7.76,SN,1662414756
536,Huarmey,-10.0681,-78.1522,65.34,73,55,8.43,PE,1662414756
537,Pālampur,32.1167,76.5333,66.15,70,0,5.59,IN,1662414757
538,Guînes,50.8671,1.8703,62.47,84,78,6.33,FR,1662414757
539,Bundaberg,-24.85,152.35,62.22,83,71,5.01,AU,1662414757
540,Makakilo City,21.3469,-158.0858,86.32,52,40,16.11,US,1662414758
541,Nsanje,-16.92,35.262,72.63,65,0,5.68,MW,1662414758
542,Kiruna,67.8557,20.2251,45.52,66,0,12.66,SE,1662414759
543,Laas,46.6166,10.7002,65.28,89,8,1.81,IT,1662414523
